Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,31,96478,19,N18 N05 G N40 N06 G S39 S06 G N32 S22 G S23 S25 G N21 N30 G N34 S21 G S21+ N08 G N06 S21 G N20 S22 G N20,N23 N08 N07 N06 N20 N19 N18 N17 N35 N34 S24 S23,
Parallel MCTS Beeline,Monte Carlo Tree Search,One,Normal,31,96544,1,N01 S37 G S03 N28 G N36 N11 G N10 N26 G N32 N30 G N21 N25 G S08 N09+ G N08 S06 G S20 S39 G N22+ S32 G S20,N20 N19 N05 N04 N16 N15 N33 N32 S22 S21 S06 S20,
Parallel MCTS,Parallel MCTS,Two,Normal,33,106157,42,S35 S13 G S20 S02 G N13 S16 G N31 S05 G S17+ S18 G S18 S37 G S19 S18+ G S18 S19 G N35 N17 G S38 S37 G N35+ S38+ G,,S32 S31 S14 S15 S16 S17 S18 S37 S38 S39 S40 N30 N31 N32
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,34,106269,16,N19 N01 G N15 N03 G S02 S04 G S07 S21 G N34 N05 G S23 S33 G N23 N05+ G N21 N33 G N14 S31 G S14 S15 G N14 N33 G N15,,N07 N01 N05 N04 N16 N15 N33 N32 S22 S23 S08 S07
Parallel MCTS,Parallel MCTS,One,Normal,19,58736,63,S17 N15 G S26 S30 G S39 S14 G S12 S32 G N23 S34 G S24 S29+ G S34,S40 S39 S38 S37 S36 S35 S34 S33 S32 S31 S30 N40,
Parallel MCTS,Monte Carlo Tree Search,One,Normal,19,62615,71,S08 N14 G N40 N19 G N35 N01 G N06 N03 G S19 N02 G N02+ N03 G S20,N19 N18 N17 N35 N34 S24 S23 S08 S07 S06 S20 S19,
Monte Carlo Tree Search,Monte Carlo Tree Search,One,Normal,19,62773,19,N18 S38 G S33 S23 G N07 N35 G S12 S14 G S26 S25 G S30 S24+ G S26+,N08 N07 N01 N05 N19 N18 N37 N36 S26 S25 S24 S23 S08,
Monte Carlo Beeline 4,Monte Carlo Beeline 3,One,Normal,21,67457,79,S14 N08 G S39 S23 G N26 S09 G S35 S07 G S02 S32 G N18 S33 G N32 S18 G,S32 S31 S14 S13 S03 S02 S01 S07 S08 S23 S22 N32,
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,21,67497,79,S14 S40 G N23 N34 G S27 S12 G S36 S38 G N29 S18 G N02 S10 G N39 N09 G,,N22 N23 N24 S34 S35 S17 S18 S19 S20 S06 S21 S22
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,21,67607,19,N18 N13 G N24 N32 G S39 N35 G S15 N16 G S13 N10 G N09 N31+ G N14 S03 G,N20 N19 N18 N17 N16 N15 N33 N32 S22 S21 S40 S39 S20,
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,22,68396,66,S18 S09 G S14 S13 G N29 S04 G N32 S02 G N03 S29 G S01 N19 G S30 S05 G S01,,S32 S33 S15 S16 S04 S05 S01 S07 S08 S23 S22 N32
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,22,72223,69,S01 N03 G S10 N16 G N39 N33 G N22 S12 G N31 N14 G S03 S24 G N09 N08 G N07,,S32 N22 N23 N08 N07 N01 N02 N03 N13 N14 N15 N33 N32
Monte Carlo Tree Search,Parallel MCTS Beeline,One,Normal,24,74316,19,N18 N14 G S34 S08 G N12 N05 G S25 N07 G N25 N20 G S20 S06 G S39 N21 G N40 S39+ G,N07 N08 N09 N10 N11 N27 N28 S38 S39 S20 S06 S07,
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,24,77036,26,N25 S40 G N04 S04 G N13 S34 G S37 S36 G S17 S35 G N17 S36+ G N10+ N32 G S10 S35+ G,N02 N10 N11 N27 N26 S36 S35 S17 S16 S04 S03 S02,
Parallel MCTS Beeline,Parallel MCTS Beeline,Two,Normal,24,77139,26,N25 N03 G S38 S18 G S07 S05 G S20 N31 G N29 N27 G N11 S19 G N19 N27 G S19 N29 G,,N03 N13 N12 N11 N27 N28 S38 S39 S20 S19 S05 S04 S03
Parallel MCTS Beeline,Monte Carlo Beeline 4,One,Normal,25,79442,65,S05 S18 G N32 S38 G N09 S09 G S29 S23 G S20 S26 G N34 S24 G N35 S08 G N07 N17 G S02,N02 N10 N11 N27 N28 S38 S39 S20 S19 S05 S01 S02,
Monte Carlo Beeline 3,Monte Carlo Beeline 3,Two,Normal,27,84825,79,S14 N08 G S19 S09 G N32 S23 G N27 S38 G S17 S37 G S36 S34 G S37 N18 G N34 S37 G S37 N36 G,,S36 N26 N25 N09 N10 N02 N01 N05 N19 N18 N37 N36
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,27,86621,79,S14 S40 G S12 S09 G N39 S04 G N37 S03 G S03+ S01 G N02 S02+ G N34 S04 G S10 N05 G N04 N11 G,,N01 N02 N10 N11 N12 N29 N30 S40 S21 S06 S07 S01
Parallel MCTS,Parallel MCTS Beeline,One,Normal,27,86718,78,S12 S15 G N32 S06 G N01 S28 G N40 N28 G N37 S39 G S26 S20+ G S27 N11 G N25 N27+ G S27 S35 G,N12 N29 N28 S38 S39 S20 S06 S07 S01 S02 S10 S11 S12,
Parallel MCTS,Monte Carlo Beeline 3,Two,Normal,28,87467,51,S21 S23 G N31 N11 G S09 S39 G S34 S37 G N20 S19 G S16 S40 G S20 N40 G N38 N18 G N39+ S20 G S40,,N16 N15 N14 N31 N30 S40 S39 S20 S19 S05 S04 S16
Monte Carlo Beeline 3,Parallel MCTS Beeline,Two,Normal,28,87535,69,S01 S10 G S15 N15 G S34 N23 G N34 S31 G N04 N32 G N30 S29 G N12 S14 G N28 N38 G N11 S12 G S31,,N31 N32 S22 S23 S24 S25 S26 S27 S11 S12 S13 S14 S31
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,28,87846,79,S14 S03 G S30 S12 G N16 N36 G S10 S37 G S25 S26 G S17 N38 G S25 S35 G N35+ N24 G N23 S16+ G S26,,N35 N36 S26 S27 S11 S10 S02 S01 S05 S04 S16 S17 S35
Monte Carlo Beeline 4,Parallel MCTS,Two,Normal,28,89594,79,S14 S04 G N24 S37 G N01 N03 G S19 S08 G N10 N06 G S24 S39 G N19 N27 G S20 N11+ G S06 N27+ G N11,,N03 N13 N12 N11 N27 N26 N25 N24 S34 S35 S17 S16 S04 S03
Parallel MCTS Beeline,Monte Carlo Tree Search,One,Normal,29,96223,32,N34 N38 G S10 S27 G S29 S31 G N36 S20 G S35 S18 G S22 S13 G S26 S14+ G S16 S25 G N13 N14 G N12 N14,N13 N14 N15 N33 N34 S24 S25 S26 S27 S11 S12 S13,
Parallel MCTS Beeline,Parallel MCTS,One,Normal,31,96542,65,S05 S40 G N24 N27 G S36 S18 G N33 N35 G S35 S15 G N18 N17 G S17 N02 G S16 N04 G N03 S27 G N03 N13 G N03,N17 N16 N04 N03 N13 N12 N11 N27 N26 S36 S35 S17,
Monte Carlo Tree Search,Parallel MCTS,One,Normal,31,96624,69,S01 S29 G N35 S33 G N30 N03 G S03 N16 G N01 N33 G N14 N15 G N15+ N23 G N32 S31 G N20 N32 G N14 N12 G S30,N30 S40 S39 S20 S19 S05 S04 S16 S15 S14 S31 S30,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,33,105827,69,S01 N31 G S37 S38 G N26 S20 G N05 S40 G S06 S21 G N21 S32 G S21 S40 G S22+ N06 G S30 N23 G S21 N06 G S34 S28 G,N11 N27 N26 N25 N24 S34 S33 S15 S14 S13 S12 S11,
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,34,106081,58,S31 N09 G N38 N20 G N02 N10 G N21 N40 G S18 S16 G N14 S05 G S03 S04 G S07 N04 G S04 S03 G S03 S02 G S04+ S22 G S23,,N07 N08 N09 N10 N11 N12 N13 N14 N31 N32 S22 S23 S08 S07
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,36,115558,41,N24 S34 G N26 N29 G S03 S40 G S23 S37 G S20 S05 G S28 S16 G S26 S39+ G N37 N28 G S38 S17 G S17 N40 G N03+ S31+ G N18+ S27 G,N10 N02 N03 N13 N12 N29 N28 S38 S39 S20 S19 S05 S04 S03 S02 S10,
Parallel MCTS Beeline,Monte Carlo Tree Search,One,Normal,19,59318,38,N37 S15 G S39 N07 G N26 N09 G S01 N24 G S30 N22 G S22 N05 G N08,N26 N25 N24 N23 N08 N07 N01 N05 N19 N18 N37 N36 S26,
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,21,66527,33,S24 N01 G S15 N40 G N25 N22 G S06 N06 G N31 N08 G S04 N06+ G N24+ N23+ G,,N03 N02 N01 N07 N08 N23 N22 S32 S31 S14 S13 S03
Parallel MCTS Beeline,Monte Carlo Beeline 4,One,Normal,21,67385,77,S03 S29 G N16 N24 G S31 S21 G S10 S23 G N02 N09 G N32 N07 G S07 N17+ G,N23 N22 S32 S33 S15 S16 S04 S05 S01 S07 S08 S23,
Parallel MCTS,Parallel MCTS Beeline,Two,Normal,21,67426,2,N08 N17 G N12 S37 G N38 S27 G S39 N36 G S01 S19 G N20 S40 G S04 S40 G,,N20 N19 N18 N17 N16 N04 N03 N13 N12 N29 N30 S40 S39 S20
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,21,67670,79,S14 S19 G N33 N25 G N29 S33 G S23 N21 G S07 N23 G S21 N07 G N24+ N32+ G,N12 N29 N28 N27 N26 N25 N09 N08 N07 N06 N21 N40 S30 S31 S14 S13 S12,
Monte Carlo Tree Search,Parallel MCTS Beeline,One,Normal,21,67681,27,N27 N17 G N07 N34 G N14 N12 G S14 S40 G N36 N32 G N24 N33+ G N32 N39 G,N26 N27 N28 S38 S39 S40 N30 N31 N32 N33 N34 S24 S25 S26,
Monte Carlo Beeline 4,Parallel MCTS Beeline,Two,Normal,22,69009,51,S21 N37 G N03 S03 G S29 S10 G S14 S27 G N28 S12 G S25 S13+ G S26 S24 G N34,,N10 N02 N03 N04 N16 N17 N35 N34 S24 S25 S09 S10
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,22,69228,33,S24 N31 G N35 S38 G S28 S20 G N20 S40 G S21 S06 G N22 S32 G S21 S22 G N21,,N22 N21 N06 N20 N19 N18 N17 N16 N15 N33 N32 S22
Parallel MCTS,Parallel MCTS,Two,Normal,22,72222,43,S33 S31 G S16 S15 G S02 S16+ G S38 S18 G N35 S17+ G S18 N39 G N29 S29+ G S28,,S28 S29 S30 S31 S14 S15 S16 S17 S18 S37 S38 N28
Parallel MCTS,Monte Carlo Tree Search,One,Normal,24,77040,47,S37 S17 G S06 S05 G N03 N28 G S11 S08 G N26 N35 G N09 S26 G S18 S07 G N27 S07 G,N26 S36 S37 S18 S19 S05 S01 S07 S08 S09 S25 S26,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,25,77783,71,S08 S31 G N26 S35 G N22 S32 G N35 N24 G S05 S16 G S18 S37 G N16 S36 G S17 N37 G S36,N23 N24 S34 S35 S36 S37 S18 S19 S05 S01 S07 S08 S23,
Monte Carlo Beeline 3,Monte Carlo Tree Search,One,Normal,25,77798,33,S24 N31 G S01 S40 G N40 S26 G S18 N37 G S36 N17 G N25 S35 G N36 S33 G N35 N09 G S37,N34 S24 S23 S22 S21 S40 S39 S38 S37 S36 S35 S34,
Monte Carlo Beeline 3,Parallel MCTS,One,Normal,25,77907,33,S24 S14 G N19 N05 G S05 N16 G N39 N35 G S17 N17 G S31+ N40 G N40 S35 G S28 S29 G S35,N35 N34 S24 S23 S08 S07 S01 S05 S19 S18 S17 S35,
Parallel MCTS Beeline,Parallel MCTS Beeline,One,Normal,25,77913,29,S40 S20 G N29 N30 G N38 S24 G N13 S35 G S08 S23 G N16 S31 G S33 S37 G N36 N28 G N36,S36 S35 S34 S33 S32 S31 S30 N40 N39 N38 N37 N36,
Monte Carlo Beeline 4,Monte Carlo Tree Search,One,Normal,25,78056,54,S27 S10 G N14 N32 G S32 N34 G N26 S25 G S23 S24 G S24+ S37 G S25 S35 G N10 S16 G S17,N38 S28 S29 S30 S31 S14 S15 S16 S17 S18 S37 S38,
Parallel MCTS Beeline,Parallel MCTS,One,Normal,25,78263,73,S02 N02 G S11 S29 G N20 S31 G S04 S13 G N16 S06 G N18 S19 G N08 S04 G S27 S28 G S20,N20 N39 N38 S28 S29 S12 S13 S03 S02 S01 S05 S19 S20,
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,25,79033,71,S08 N28 G S14 S35 G S05 N24 G N35 N26 G S26 S16 G S18 S36+ G S17+ S18 G N36 N25 G S37+,N26 S36 S37 S18 S19 S05 S01 S07 S08 S09 S25 S26,
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,27,82256,27,N27 N14 G S01 N05 G S14 N20 G S12 N17 G S06 N02 G N23 S28 G S23 S40 G N02 S35 G S29 S34 G,S28 S29 S30 S31 S14 S15 S16 S17 S35 S36 N26 N27 N28,
Monte Carlo Beeline 4,Monte Carlo Beeline 4,One,Normal,27,83198,51,S21 N02 G S36 N26 G S26 N28 G N40 N11 G N12 N29 G S13 S29 G S31 S32 G N13+ S07+ G S31+ S16 G,N31 N32 S22 S23 S24 S25 S26 S27 S28 S29 S30 S31,
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,28,87393,54,S27 N19 G S34 N15 G S17 S37 G N36 S25 G N23 N34 G S22 N07 G N21 S30 G N02 S12+ G S30 S40 G S24,,N34 S24 S23 S22 S21 S40 S39 S38 S37 S36 S35 S34
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,28,87427,3,N06 N37 G N01 N07 G S04 N02 G S30 N11 G S39 S20 G S32 N24 G N34 S35 G S34 S33 G S34 S33 G S34,,S36 S35 S34 S33 S32 S31 S30 S29 S28 N38 N37 N36
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,30,93806,71,S08 N26 G S31 S35 G N22 S37 G S05 S19 G N37 S26 G N17 S16 G S19 S18 G S18 N04 G N14 S01 G N05 S18 G,N06 N21 N22 S32 S33 S15 S16 S17 S18 S19 S20 S06,
Parallel MCTS,Monte Carlo Beeline 3,One,Normal,30,96119,77,S03 S02 G N16 S07 G N12 S14 G N39 S30 G S33 N23 G S26 N07 G S32 S19 G N02 N01 G N03 S15 G S01 N03+ G,N07 N01 N02 N10 N11 N12 N29 N30 S40 S21 S06 S07,
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,31,96454,51,S21 S07 G N34 N02 G S25 N30 G N38 S29 G N21 S31 G S39 N32 G N40 S11 G S30 N31 G S30 N14 G S27 N11+ G S12,N12 N13 N03 N02 N01 N07 N06 N21 N40 S30 S29 S12,
Monte Carlo Tree Search,Parallel MCTS,One,Normal,31,97604,60,S16 N16 G S07 N05 G S28 N20 G S36 N18 G S38 S13 G S12 N11 G S10 N10 G N10+ N11+ G N12+ N10 G N13 S03 G S02,N02 N01 N05 N19 N18 N37 N38 S28 S27 S11 S10 S02,
Parallel MCTS,Parallel MCTS Beeline,One,Normal,19,62597,7,N09 N10 G S37 N03 G S33 N07 G S08 N10 G N02 N15 G S14 S16 G N04+,N16 N04 N03 N02 N10 N09 N25 N24 S34 S33 S15 S16,
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,21,64230,50,S23 N25 G N18 N01 G N14 N06 G N03 N23 G S13 S31 G N24+ S35 G N29 N07 G,,S36 N26 N25 N09 N08 N07 N06 N20 N19 N18 N37 N36
Parallel MCTS Beeline,Parallel MCTS Beeline,One,Normal,21,67466,6,N11 S16 G S22 N32 G N22 S27 G N24 S35 G N34 S33 G N36 N35 G S35 S25 G,N35 N34 N33 N15 N14 N13 N12 N11 N27 N26 S36 S35,
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,21,67470,13,N04 S10 G S34 N24 G N32 N22 G S06 S08 G S26 S18 G N10 S34 G N07 S35+ G,,N21 N22 S32 S33 S34 S35 S17 S18 S19 S20 S06 S21
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,21,67560,5,N02 S12 G S19 N37 G N26 N35 G N19 N20 G S37 S40 G N19+ S21 G S39 S40+ G,,N30 S40 S39 S20 S19 S05 S04 S03 S13 S12 S29 S30
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,21,67808,5,N02 S28 G S37 S16 G N21 S03 G S05 S19 G S40 S33 G N31 N30 G N12 S19 G,N21 N06 N07 N01 N02 N10 N11 N12 N29 N30 S40 S21,
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,22,69036,47,S37 N02 G N32 N22 G S21 S35 G N24 N34 G S15 S23 G N09 S22 G S17 S16 G S22,,N08 N07 N01 N02 N03 N13 N14 N31 N32 S22 S23 S08
Monte Carlo Beeline 4,Parallel MCTS Beeline,Two,Normal,22,72206,21,S32 S27 G N07 N20 G S20 N05 G N18 S04 G N06 S19 G S19 S36 G S02 S01 G N10,,N10 N02 N01 N05 N19 N18 N37 N36 S26 S27 S11 S10
Monte Carlo Tree Search,Parallel MCTS Beeline,One,Normal,24,73993,49,N32 S22 G S37 S24 G S12 N10 G N35 S24+ G S12+ S10 G S27 S28 G S11+ S27 G S10 S26+ G,N13 N14 N15 N33 N34 S24 S25 S26 S27 S11 S12 S13,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,24,76913,5,N02 S18 G S26 N34 G S02 S03 G S09 N37 G N25 S37+ G N24 S07 G N29 N36 G N24 S22 G,,S28 S27 S11 S12 S13 S03 S04 S16 S17 S18 S37 S38 N28
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,24,77067,17,N05 N19 G N23 N37 G S10 S18 G N16 N19 G S20 S39 G N18 N19+ G N20 S17+ G S40+ N03+ G,N01 N05 N19 N20 N39 N38 S28 S27 S11 S10 S02 S01,
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,24,77170,79,S14 S39 G S24 S23 G N09 N10 G S02 S09 G S11 S10 G S10+ N27 G S27 N12 G S01+ S36 G,,N01 N02 N10 N11 N12 N29 N30 S40 S39 S20 S19 S05 S01
Parallel MCTS,Monte Carlo Beeline 3,One,Normal,24,77420,14,N17 N22 G S36 S38 G S07 S20 G N39 S18 G N13 N12 G S05 N30 G S27 S04 G N29 S39 G,N18 N17 N16 N15 N14 N31 N30 S40 S39 S38 S37 S18,
Monte Carlo Tree Search,Parallel MCTS,One,Normal,25,77492,5,N02 N31 G N18 S38 G N40 S20 G N27 N15 G S13 S31 G N34 S29 G S18 S03 G S19+ N33 G S03,N03 N02 N01 N07 N06 N21 N40 S30 S29 S12 S13 S03,
Parallel MCTS,Parallel MCTS,One,Normal,25,77767,67,S20 N34 G N12 N15 G N24 S18 G N31 S36 G S22 N28 G N33 S38 G S38+ N27 G N22 N26+ G N22,N22 N23 N24 N25 N26 S36 S37 S38 S39 S20 S06 S21 S22,
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,25,78193,55,S25 N29 G N24 S40 G S29 S14 G N40 N26 G S18 S20 G N05 N03 G N16 S02 G S13+ S39 G S38,N26 S36 S37 S38 S39 S40 S21 S22 S23 S24 S25 S26,
Monte Carlo Beeline 3,Parallel MCTS Beeline,Two,Normal,27,85851,5,N02 N14 G N26 N28 G S19 N11 G N12 N34 G S34 S17 G S16 S35 G N19 N23 G S08 S02 G S28 N28 G,,N22 N23 N24 N25 N26 N27 N28 N29 N30 N31 N32 S22
Monte Carlo Beeline 4,Monte Carlo Beeline 4,One,Normal,27,86651,21,S32 N21 G N28 N07 G S21 S05 G S13 S03 G N04 S16 G N30 S02 G N15 N05 G N33 S14 G S14+ S13 G,N14 N15 N16 N04 N03 N02 N01 N07 N08 N23 N24 S34 S33 S15 S14,
Monte Carlo Beeline 3,Monte Carlo Tree Search,One,Normal,27,86846,58,S31 S29 G S01 N19 G S19 N06 G N31 S08 G S06 S24 G S25 N33 G S22 N32+ G N32+ S22 G N22 N38+ G,N22 S32 S33 S15 S16 S17 S18 S19 S20 S06 S21 S22,
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,28,87255,26,N25 S13 G S39 S19 G N01 S01 G S37 S18 G S30 S35 G S36 N36 G N31 N30 G S26 S28 G N37+ N18 G S29,,N29 N30 S40 S21 S06 S07 S01 S02 S10 S11 S12 S29
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,28,87438,54,S27 S15 G N13 N03 G S40 S08 G S02 N35 G N16 N13 G S38 S03 G N10 S10 G N25 N32 G N27 N11 G S22,,N22 S32 S33 S15 S16 S04 S05 S01 S07 S08 S23 S22
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,28,87863,5,N02 S30 G N35 N33 G S23 N14 G S17 N16 G S09 N04 G N15 N38 G N30 N29 G N28 N27 G N27+ N28+ G N29,,N29 N28 S38 S37 S18 S17 S16 S15 S14 S13 S12 S29
Parallel MCTS Beeline,Parallel MCTS,One,Normal,31,96725,79,S14 S36 G S07 N25 G N36 S12 G N38 S02 G S09 S04 G S13 S03 G N03 S04+ G N02 S03 G S03 N16 G N15 N14 G S14,N14 N13 N03 N02 N10 N09 N25 N24 S34 S33 S15 S14,
Monte Carlo Beeline 4,Monte Carlo Tree Search,One,Normal,35,115527,21,S32 S04 G S27 N36 G N28 N20 G S30 S12 G S10 S11+ G S11+ S10 G S12 N31 G S29+ S12 G S22 S40 G S12 S13 G N13 S11 G N14 S13+,N13 N12 N11 N27 N26 N25 N24 S34 S33 S15 S14 S13,
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,37,115871,5,N02 N03 G N26 N28 G S19 S39 G N36 S32 G S13 N06 G S22 S21 G S38 S37 G N08 N07 G S38 S37 G N30 S20 G S40 S21 G N21 N06 G S38,N10 N11 N27 N28 S38 S39 S20 S19 S05 S01 S02 S10,
Monte Carlo Tree Search,Parallel MCTS Beeline,One,Normal,19,58605,18,N20 S16 G N28 N29 G N02 S40 G S30 S27 G S10 N32 G S28 N38 G N38+,N10 N02 N01 N07 N06 N20 N39 N38 S28 S27 S11 S10,
Monte Carlo Beeline 3,Monte Carlo Tree Search,One,Normal,19,59280,6,N11 S37 G N31 S40 G N04 S06 G S24 N36 G S22 S27 G N30 N17 G N26,N26 N27 N11 N10 N02 N03 N04 N16 N17 N35 N36 S26,
Parallel MCTS Beeline,Monte Carlo Tree Search,One,Normal,19,60080,0,N07 N15 G N40 N39 G N27 N09 G S09 N02 G N12 S38 G S27 N24 G S28,S28 N38 N39 N20 N19 N05 N01 N02 N10 N11 N27 N28,
Parallel MCTS,Monte Carlo Beeline 3,One,Normal,19,62638,30,N29 S20 G S26 S18 G S14 N27 G N40 S38 G S16 S08 G N28 N38 G N28,N13 N12 N29 N28 S38 S37 S18 S17 S16 S15 S14 S13,
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,21,67437,20,N22 S26 G N14 N13 G S14 N29 G N02 N03 G N19 S12 G S24 S22 G N33 N17 G,,N29 N30 N31 N14 N15 N16 N17 N35 N36 S26 S27 S28 S29
Parallel MCTS,Parallel MCTS,Two,Normal,22,68553,8,N13 S29 G N34 S22 G S05 N31 G N37 N15 G S38 S33 G N28 S34 G N33 N32 G S34,,N34 N35 N36 N37 N38 S28 S29 S30 S31 S32 S33 S34
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,22,68701,59,S29 N26 G N20 N23 G N02 N32 G N09 S08 G S10 S32 G N40 N35 G N40 S18 G N08,,N18 N19 N20 N06 N07 N08 N09 N25 N26 S36 S37 S18
Parallel MCTS,Monte Carlo Beeline 4,Two,Normal,22,69378,66,S18 S07 G N40 S11 G N33 S26 G S13 S21 G S40 S06+ G S38 N07 G S20 S03+ G S03+,,N06 N21 N40 S30 S31 S14 S13 S03 S02 S01 S07 S06
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,22,72225,72,S10 S02 G S31 S20 G N38 S21 G S07 N22 G N32 N40 G N12 S06 G N06 N19 G S06,,N21 N40 S30 S31 S14 S13 S03 S02 S01 S07 S06 S21
Monte Carlo Tree Search,Parallel MCTS,One,Normal,24,75210,6,N11 N01 G N31 N06 G S19 N23 G N15 N09 G S02 S08 G N07 S07 G S23 S10 G S13 N10+ G,N02 N10 N11 N27 N26 S36 S37 S18 S19 S05 S01 S02,
Parallel MCTS Beeline,Monte Carlo Beeline 4,One,Normal,25,77469,67,S20 S19 G N39 N38 G S32 S31 G N39+ S29 G S13 S31+ G S15 S02 G S30 S08 G S33+ N28 G S01,S28 S29 S12 S13 S03 S02 S01 S07 S06 S21 S40 S39 S38 N28,
Parallel MCTS,Parallel MCTS Beeline,One,Normal,25,78100,66,S18 N28 G S07 S21 G N23 S20 G N37 N05 G N15 N07 G N18 N10 G N02 N09 G N40 N25 G N09,N16 N04 N03 N02 N10 N09 N25 N24 S34 S35 S17 S16,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,25,78217,18,N20 N05 G S25 N16 G N37 N29 G S32 S10 G S22 S06 G S30 S14 G N33 S31+ G S30+ S38 G S21,N21 N06 N20 N19 N18 N17 N16 N15 N33 N32 S22 S21,
Monte Carlo Beeline 4,Monte Carlo Tree Search,One,Normal,25,78770,20,N22 S18 G S10 N37 G N34 N39 G N27 S01 G S03 N07 G S02+ S29 G N38 S12 G S13 S30 G S29,S32 S31 S30 S29 S28 N38 N37 N36 N35 N34 N33 N32,
Monte Carlo Tree Search,Monte Carlo Tree Search,One,Normal,25,78885,73,S02 S28 G S15 S30 G S14 N21 G S24 N39 G N20 N06 G S19 S21 G S20 S40 G N20 S20+ G S40,S40 S21 S06 S07 S01 S02 S03 S13 S14 S31 S30 N40,
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,27,86624,6,N11 S15 G S21 S22 G S30 N13 G S28 S39 G N30 S40+ G N08 N02 G S19 N18 G N21 S01 G N37 N18+ G,,N17 N18 N37 N38 S28 S27 S11 S12 S13 S03 S04 S16 S17
Parallel MCTS Beeline,Parallel MCTS,Two,Normal,27,86795,32,N34 N07 G S28 N11 G S11 N15 G N30 N39 G N22 S20 G N05 N04 G S16 N03 G S18 N04 G S35 S19+ G,,N06 N07 N01 N02 N03 N13 N14 N31 N30 S40 S21 S06
Monte Carlo Tree Search,Monte Carlo Beeline 3,Two,Normal,28,87045,18,N20 S08 G S31 S15 G S10 N38 G N15 N36 G N24 S03 G N17 S05 G N37 N08 G S02 S12 G N07+ S01 G S13,,N13 N14 N31 N32 S22 S23 S08 S07 S01 S02 S03 S13
Monte Carlo Beeline 3,Parallel MCTS Beeline,Two,Normal,28,87157,18,N20 S13 G S38 N32 G N27 N38 G N15 N18 G S28 N29 G N35 S17 G S19 S07 G S06 S01 G S09 N35 G S01,,N29 N28 S38 S39 S20 S06 S07 S01 S02 S10 S11 S12 S29
Monte Carlo Beeline 3,Monte Carlo Beeline 3,Two,Normal,28,87384,18,N20 S08 G S31 N31 G S13 S38 G N15 S24 G S40 S11 G S20 S28 G N11 S26 G N17 N13 G N36 S29 G N36,,S36 S37 S18 S19 S05 S01 S07 S08 S09 S25 S26 N36
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,30,96197,20,N22 S34 G N01 S17 G N08 N40 G S10 S31 G N28 N29 G N39+ N19 G S28 N35 G S29 S07 G S25 S26 G S26+ S15+ G,,N02 N03 N04 N16 N17 N35 N36 S26 S27 S11 S10 S02
Monte Carlo Tree Search,Monte Carlo Beeline 4,One,Normal,30,96299,6,N11 N10 G N14 N03 G N39 N10+ G N12 N33 G S22 S15 G S34 N27 G N24 N22 G N08+ S06 G N11 S32 G N36 N06+ G,N20 N19 N18 N17 N35 N34 S24 S23 S22 S21 S06 S20,
