Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,27,85601,1,N01 N08 G S30 S29 G N37 N19 G S18 S19 G S38 N11 G N30 N22 G N14 N06 G S19 N07 G N07 S30+ G,,N30 N29 N12 N11 N10 N09 N08 N23 N22 S32 S31 S30
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,27,86568,37,S28 N12 G N37 N25 G S39 S36 G S30 S02 G N39 N40 G N38 S34 G S15 S16 G S32 S13 G N34 N17+ G,,S36 N26 N27 N11 N12 N13 N03 N04 N16 N17 N35 N36
Parallel MCTS,Parallel MCTS Beeline,One,Normal,27,86619,54,S27 S07 G N13 S04 G N17 S17 G N34 N04 G S34 S13 G S02 S03+ G S10+ N35 G N37 S19 G S40 S19 G,N04 N05 N19 N18 N37 N38 S28 S29 S12 S13 S03 S04,
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,27,86684,48,S22 N16 G N29 N37 G S18 N39 G S39 N05 G N06 N07 G S25 S26 G S33 S07 G N06 S08+ G S20 N24 G,N19 N18 N37 N36 S26 S25 S09 S08 S07 S06 S20 S19,
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,28,87308,20,N22 N25 G S40 S25 G N05 N01 G N20 N08 G S01 N16 G S30 N40 G S13 S14 G S17 N14 G S35 N07 G N06,,N06 N07 N01 N02 N10 N11 N27 N28 S38 S39 S20 S06
Monte Carlo Tree Search,Parallel MCTS Beeline,Two,Normal,28,87536,37,S28 N30 G N10 S21 G S34 S23 G S32 N08 G S09 N06 G N07 N21 G N21+ S07 G N22 S01 G S16 S08 G S07,,N07 N01 N02 N03 N13 N14 N31 N32 S22 S23 S08 S07
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,30,93885,51,S21 N03 G S27 N35 G S17 N33 G S24 S25 G N20 S08 G N21 S32 G N32 N31 G S33 S24 G S33 N32 G N22 N35 G,,N10 N02 N03 N13 N14 N15 N33 N34 S24 S23 S08 S09 S10
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,30,96419,10,N14 N02 G N37 N05 G S19 N16 G S31 S13 G S21 S04 G S10 S15 G S16 S17 G S17+ N03 G S03 S01 G S02+ S18 G,,N04 N16 N17 N35 N36 S26 S25 S09 S10 S02 S01 S05 S04
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,31,96538,69,S01 S11 G S16 N15 G S14 S15 G N32 S31 G N27 S23 G N30 N36 G S25 N29 G S10 N31 G S08 S38 G N10 N01 G N12,N26 N27 N11 N12 N13 N03 N04 N16 N17 N35 N36 S26,
Parallel MCTS Beeline,Monte Carlo Beeline 4,One,Normal,31,96577,8,N13 N04 G N09 N01 G S05 N02 G S14 S12 G N02 N30 G S38 N32 G S22 S08 G S06 N27 G S36 N26+ G S40+ N38 G N39,N01 N07 N06 N20 N39 N38 S28 S27 S11 S10 S02 S01,
Parallel MCTS Beeline,Parallel MCTS,One,Normal,31,96573,52,S26 N40 G N13 N03 G S06 N35 G S38 S36 G N18 N37 G S17 N38 G S37 N38 G N08 N37 G N37 N24 G S18 S38 G S39,N25 N26 S36 S37 S38 S39 S20 S06 S07 S08 S09 S25,
Monte Carlo Beeline 4,Monte Carlo Beeline 4,One,Normal,31,96952,76,S13 S04 G S10 S34 G N18 S15 G N33 S08 G S24 N36 G S21 S06 G S20 S37 G S27 S17 G S11 S33 G S19 N07 G N05+,N17 N18 N19 N05 N01 N07 N08 N23 N24 S34 S35 S17,
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,33,101471,69,S01 S16 G S06 S20 G S29 S11 G N04 S14 G N06 N07 G S13 N26 G N23 N24 G S12 N10 G S08 S13 G N28 S28 G N28 S10 G,N09 N10 N11 N27 N28 S38 S39 S20 S19 S05 S01 S07 S08 S09,
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,36,111796,7,N09 N02 G N28 S19 G S22 S17 G S06 N12 G N26 N10 G N11 N38 G N27 N11 G N40 S30 G N27 S26 G S32 N35 G N13 S30 G N12 S13 G,N13 N14 N31 N32 N33 N34 N35 N36 N37 N38 S28 S29 S12 S13,
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,45,127001,75,S11 N28 G S04 N12 G S21 S29 G N03 N12+ G N09 N15 G N30 S18 G N39 N38 G S20 S28 G N18 N37 G N38 S35 G N18 S34 G N35 N36 G N36+ S19 G N36 S36 G N37 S39 G,,N02 N03 N13 N14 N31 N30 S40 S39 S20 S19 S05 S04 S03 S02
Parallel MCTS Beeline,Monte Carlo Beeline 3,One,Normal,21,67506,12,N16 S15 G S21 S22 G S07 N05 G S02 N20 G N07 N40 G S19 S18 G N19 N34 G,N07 N06 N20 N19 N18 N17 N16 N15 N33 N32 S22 S23 S08 S07,
Monte Carlo Tree Search,Parallel MCTS Beeline,Two,Normal,22,68373,17,N05 N35 G S29 N33 G S32 S16 G S22 N06 G S35 N22 G N22 N25 G N34 S03 G S17,,N17 N35 N36 S26 S27 S11 S12 S13 S03 S04 S16 S17
Monte Carlo Tree Search,Parallel MCTS,Two,Normal,22,68697,17,N05 S16 G S09 S35 G S14 N16 G N34 S02 G N21 S20 G S06 S01 G S03 S17 G S18,,N16 N17 N35 N34 S24 S23 S08 S07 S06 S20 S19 S18 S17 S16
Parallel MCTS,Monte Carlo Beeline 3,Two,Normal,22,69245,46,S39 S14 G N25 N10 G S10 S01 G S08 S04 G N35 S27 G S18 S29 G S05 S03 G S02,,N23 N24 S34 S33 S15 S14 S13 S03 S02 S01 S07 S08 S23
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,22,69377,17,N05 S13 G S38 S04 G S32 S01 G S15 S10 G N33 S34 G S02+ S35 G N21 S16 G S17,,N29 N28 S38 S37 S18 S17 S16 S15 S14 S13 S12 S29
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,24,74218,17,N05 S13 G S38 N27 G N36 N18 G S01 N38 G N29 N30 G N31 N16 G S40 S08 G S07+ S22 G,N26 N27 N11 N10 N02 N03 N04 N16 N17 N35 N36 S26,
Parallel MCTS,Parallel MCTS Beeline,One,Normal,24,76998,14,N17 S26 G N15 S24 G N06 N19 G S16 N37 G N38 N40 G S17 N20 G N22 N26 G N39 N37+ G,N08 N07 N06 N20 N19 N18 N17 N35 N34 S24 S23 S08,
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,24,77077,17,N05 S17 G S12 S11 G S28 N20 G N37 S31 G N23 N22 G S15 S32 G N33 N22+ G S32 S24 G,,N18 N37 N38 N39 N40 N21 N22 S32 S33 S34 S35 S17 S18
Monte Carlo Beeline 3,Monte Carlo Beeline 3,Two,Normal,24,77205,17,N05 S38 G S13 N27 G N36 N18 G N15 S18 G N38 S05 G N30 N31 G N06 N21 G S19 S27 G,,N29 N30 S40 S39 S20 S19 S05 S04 S03 S13 S12 S29
Parallel MCTS Beeline,Parallel MCTS,One,Normal,25,77593,57,N40 S22 G N26 S24 G N24 N35 G S11 S37 G N37 S35 G S19 S26 G S20 N36+ G S17+ N36 G S26,S24 S25 S26 N36 N37 N38 N39 N40 N21 N22 N23 N24,
Parallel MCTS Beeline,Parallel MCTS Beeline,One,Normal,25,78238,66,S18 N32 G N37 N38 G S32 S38 G S06 N17 G N35 S01 G N03 N13 G N19 N21 G S30 S14 G N21,N19 N20 N39 N40 N21 N22 S32 S33 S34 S35 S17 S18 S19,
Parallel MCTS,Parallel MCTS,One,Normal,25,78534,17,N05 N10 G N16 N14 G N25 N09 G N13 N03 G S30 N02+ G S05 N13 G N03 N39 G S39 N06 G N21,N30 N31 N14 N13 N03 N04 N05 N19 N20 N06 N21 N40 S30,
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,25,79399,38,N37 S33 G N04 S16 G S31 S18 G N32 N24 G N15 S25 G N35 S05 G S20 N06 G N17 N15 G S20+,N39 N40 S30 S31 S14 S13 S03 S04 S05 S19 S20 S39,
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,25,81297,53,N36 S29 G N04 N40 G S23 S22 G N20 S19 G S07 S09 G N23 S08+ G S30 S23 G S23 N34+ G N18,N18 N37 N36 S26 S25 S24 S23 S08 S07 S01 S05 S19 S18,
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,27,86627,17,N05 N06 G S11 N25 G N35 N02 G N12 N01+ G S01 N02+ G S19 S23 G S23+ S08 G S08 S40 G S31 S03 G,,N10 N02 N01 N07 N06 N21 N40 S30 S29 S12 S11 S10
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,27,86704,57,N40 S09 G N14 N13 G S02 S13 G N29 S11 G N26 S28 G S37 N36 G N07 S17 G S35 S27 G S29 S22 G,,N14 N31 N30 N29 N28 S38 S37 S18 S17 S16 S15 S14
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,27,86708,17,N05 N02 G S16 N11 G S33 N24 G N40 S10 G S06 S27 G S25 N22 G S36 N06 G N23+ N22 G S11 N21+ G,,N25 N09 N08 N07 N06 N20 N39 N38 S28 S27 S26 S25
Parallel MCTS,Monte Carlo Tree Search,One,Normal,27,86734,53,N36 N14 G S06 S01 G N06 N20 G N05 N04 G S18 N02 G S10 N04+ G N05 N24 G N25 S24 G S10 N18 G,N04 N16 N17 N35 N34 S24 S25 S09 S10 S02 S03 S04,
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,27,86742,17,N05 N24 G S29 S11 G N38 S28 G S26 S31 G N21 S15 G N32 N29 G S13 N39 G S07 S21 G S40 S04 G,N21 N06 N07 N01 N02 N03 N13 N12 N29 N30 S40 S21,
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,28,87045,35,N35 N34 G S28 S25 G S19 S10 G N01 N07 G S08 N19 G S37 N39 G S35 N34+ G N39 N01 G N01 N20+ G N01,,N10 N02 N01 N05 N19 N20 N39 N38 S28 S27 S11 S10
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,28,87159,38,N37 N19 G S28 N38 G N13 N16 G N22 S33 G S08 N27 G S20 S39 G N32 S24 G S36 S35 G N10 N35 G S23,,N23 N22 N21 N06 N20 N19 N18 N17 N35 N34 S24 S23
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,36,103196,38,N37 N13 G S24 S13 G N15 N17 G S04 S01 G N09 S06 G S18 S19 G S36 N07 G N01 N16 G N30 S40 G N18 N30 G N20+ S19 G S04 N30 G,,N07 N01 N05 N19 N18 N17 N35 N34 S24 S23 S08 S07
Monte Carlo Beeline 4,Parallel MCTS,Two,Normal,34,106811,38,N37 N09 G N14 S22 G S33 S24 G N14+ N33 G S32 N15+ G N33 N32+ G N33 N32 G S17 N35+ G N34 N35 G S05 S02 G S02+ S01 G S36+,,N17 N16 N04 N03 N13 N12 N11 N27 N26 S36 S35 S17
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,36,110918,69,S01 N31 G S37 S38 G N08 S20 G S32 S40 G S11 N06 G S21 S15 G S34 S35 G N01 N07 G S33 S34 G S06 S20 G N24+ S34 G S34 N37 G,,N17 N16 N15 N33 N32 S22 S21 S06 S20 S19 S18 S17
Monte Carlo Beeline 3,Parallel MCTS Beeline,Two,Normal,40,125386,17,N05 N19 G S33 N39 G N24 N07 G N26 S05 G S24 N36 G N22 N21 G N25 N20 G N33 N22 G S17 S35 G N30 S29 G S39 S11 G S26 N29 G S12 N29 G N32,,N11 N27 N28 N29 N30 N31 N32 N33 N34 N35 N36 S26 S27 S11
Monte Carlo Beeline 3,Parallel MCTS,One,Normal,18,57109,32,N34 N05 G S36 N20 G N18 N32 G S08 N23 G S21 N25 G S22+ N21 G,S24 N34 N35 N17 N18 N19 N20 N06 N21 N22 N23 N24,
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,19,58989,32,N34 S20 G S25 S26 G S14 S34 G S12 S29 G S30 S32 G S28 N40 G S28,N15 N33 N34 N35 N36 S26 S27 S28 S29 S30 S31 S14 S15,
Parallel MCTS,Parallel MCTS Beeline,One,Normal,19,62527,13,N04 N25 G S02 N40 G S15 N17 G N20 N06 G S05 S04 G S17 N14 G S31,N14 N13 N03 N02 N01 N07 N06 N21 N40 S30 S31 S14,
Parallel MCTS,Parallel MCTS,Two,Normal,21,67456,51,S21 S13 G N36 N16 G S05 N05 G N33 S34 G N02 N31 G N25 S24 G N23 N34+ G,,N14 N31 N32 N33 N34 N35 N36 S26 S27 S11 S12 S13 S14
Parallel MCTS,Monte Carlo Beeline 3,One,Normal,21,67513,53,N36 N11 G S32 N09 G N05 N01 G N07 N21 G N23 S35 G S38 N39 G S16 S20 G,N25 N24 N23 N22 N21 N40 N39 N38 N37 N36 S26 S25,
Parallel MCTS Beeline,Monte Carlo Beeline 3,One,Normal,21,67548,20,N22 S12 G S39 S20 G S17 N06 G S03 N39 G N19 N34 G S34 S07 G S15 S20 G,N08 N23 N22 S32 S33 S15 S16 S17 S18 S19 S05 S01 S07 S08,
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,22,67716,50,S23 N28 G S15 S37 G N09 S19 G S40 S04 G S17 S02 G S06 N04 G S07+ S05 G S11,,N11 N12 N29 N30 S40 S39 S20 S19 S05 S01 S02 S10 S11
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,22,69083,58,S31 N38 G N15 S38 G S27 N22 G S22 N06 G S17 N29 G S28 N27 G S10 N21 G N40,,N22 N21 N40 N39 N38 N37 N18 N17 N16 N15 N33 N32 S22
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,22,70501,29,S40 S31 G N08 N01 G S26 N12 G N10 N25 G S07 N09+ G N28 N22 G N22 N21 G N22,,N13 N12 N11 N10 N09 N08 N23 N22 S32 S31 S14 S13
Monte Carlo Tree Search,Parallel MCTS,Two,Normal,22,72219,32,N34 S05 G N11 N39 G N22 N37 G S37 N02 G N04 N16 G S13 S12 G S12+ N14 G S13,,N13 N12 N29 N28 S38 S37 S18 S19 S05 S04 S03 S13
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,24,77045,20,N22 S21 G N01 N37 G S07 S35 G N39 S18 G N06 S05 G S22+ S12 G S09 S30 G S19 S31+ G,N08 N23 N22 S32 S31 S14 S13 S12 S11 S10 S09 S08,
Parallel MCTS Beeline,Parallel MCTS Beeline,One,Normal,25,77779,52,S26 S21 G N13 N03 G S07 N35 G S28 S35 G N37 N19 G S05 S19 G S20 N39 G S06 N24 G S06,S36 S35 S17 S18 S19 S20 S06 S07 S08 S09 S25 S26 N36,
Parallel MCTS Beeline,Monte Carlo Beeline 4,One,Normal,25,81887,23,N23 S07 G N40 S30 G S27 S32 G N01 N32 G S34 N27 G S15 N34 G S31 S24 G N35 S17 G S24,N31 N32 N33 N34 S24 S25 S26 S27 S28 S29 S30 S31,
Monte Carlo Tree Search,Parallel MCTS Beeline,One,Normal,27,85848,71,S08 S30 G N18 S14 G N16 S33 G N34 N22 G S31 N08 G S22 N06 G N24 S02 G S12 S10+ G S16 N33 G,N06 N21 N22 S32 S31 S14 S13 S03 S02 S01 S07 S06,
Monte Carlo Beeline 4,Parallel MCTS,Two,Normal,27,86639,64,S19 N06 G S26 S24 G N11 S08 G S04 S01 G S25 S03 G N03 S12 G S10 S09+ G S15 S10 G S32 S30 G,,N03 N04 N05 N19 N20 N39 N40 S30 S31 S14 S15 S16 S04 S03
Parallel MCTS Beeline,Parallel MCTS,Two,Normal,27,86680,5,N02 N34 G N20 N32 G S01 S07 G S08 N18 G N38 S28 G S28+ N23 G N38 N40 G N08 S26 G S26 N36+ G,,N06 N21 N40 S30 S29 S28 S27 S26 S25 S09 S08 S07 S06
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,28,86676,71,S08 S04 G S11 N04 G S13 S01 G N37 S18 G N27 S35 G S10+ N36 G S10 S26 G S10 N36 G N20 N35 G N36,,N35 N36 S26 S27 S11 S10 S02 S03 S04 S16 S17 S35
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,28,86737,25,S36 N04 G N40 S03 G S23 N31 G S16 S40 G S31 S22 G S22 N19 G N22 S06 G S19 S31 G S21 S15+ G N22,,N22 N21 N06 N07 N01 N02 N03 N13 N14 N31 N32 S22
Monte Carlo Beeline 4,Monte Carlo Beeline 3,One,Normal,27,86845,20,N22 N31 G S02 S37 G S07 S39 G S19 S04 G N38 N39 G S01 N19 G S05 N07 G N40 S28+ G N26+ S03 G,N27 N26 S36 S35 S34 S33 S32 S31 S30 S29 S28 S27,
Monte Carlo Beeline 3,Monte Carlo Beeline 3,Two,Normal,28,87003,29,S40 S26 G N03 N10 G S02 N29 G N16 S29 G N28 S11 G S12 N35 G N35 N28 G S13 S36 G N18 S08 G N34,,N13 N14 N15 N33 N34 S24 S25 S26 S27 S11 S12 S13
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,30,92603,20,N22 S21 G N01 S23 G S05 S01 G N29 N12 G S11 S12 G S28 N18 G S13 N14 G N15 N20 G N16 N14+ G N19 N13 G,,N07 N01 N05 N04 N16 N15 N14 N31 N30 S40 S21 S06 S07
Monte Carlo Beeline 4,Monte Carlo Tree Search,One,Normal,31,96443,46,S39 S31 G S08 N15 G N22 S37 G N31 N26 G S17 N06 G N05 N21+ G S22 S32 G N32 S22 G S38 N40 G N32 N39 G N22,N22 N23 N24 S34 S35 S17 S18 S19 S20 S06 S21 S22,
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,36,111890,20,N22 S13 G S35 N35 G N12 S26 G N25 S15 G S16 N18 G N10 N38 G S18 N37 G N05 N01 G S05 S04 G N37 S19+ G S19+ N01 G S06 S20+ G,N14 N31 N30 S40 S39 S20 S19 S18 S17 S16 S15 S14,
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,39,115306,32,N34 N27 G S32 S30 G S15 S14 G N08 N23 G S15+ S06 G S02 S39 G S21 N38 G S21 S22 G S27 S26 G S26 N39 G S19 N20 G N03 S18+ G N19+ S26 G,N39 N40 S30 S29 S12 S13 S03 S04 S05 S19 S20 S39,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,42,125637,32,N34 S25 G S21 S08 G N07 N04 G S03 N38 G N30 N18 G S19 S05 G S11 N40 G S09 N20 G N27 N11 G N20 N40 G N36 N21 G N27 N11 G N30 N27 G S05 S27 G,N07 N08 N09 N10 N11 N12 N29 N30 N31 N32 S22 S23 S08 S07,
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,18,57767,18,N20 N11 G N32 N26 G N09 S26 G N18 S38 G N23 S18 G S37 N27 G,N38 N39 N20 N06 N07 N08 N09 N25 N26 N27 N28 S38,
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,19,59485,49,N32 S04 G S27 N36 G N27 N24 G S09 S35 G N28 N40 G N30 N35+ G N30,S36 N26 N27 N28 N29 N30 N31 N32 N33 N34 N35 N36,
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,21,67385,2,N08 S30 G S16 N37 G N04 S26 G S36 S35 G N34 N17 G S36+ S28 G N15 S11 G,,N26 S36 S35 S17 S16 S15 S14 S31 S30 S29 S12 S11 S27 S26
Monte Carlo Beeline 4,Parallel MCTS,Two,Normal,21,67419,49,N32 S17 G N40 S34 G S13 S14 G S14+ S04 G S33+ S15+ G S15+ S33 G N27 S38 G,,N38 N39 N40 S30 S31 S14 S15 S16 S17 S18 S37 S38
Parallel MCTS,Monte Carlo Tree Search,One,Normal,21,67446,73,S02 S05 G N13 S16 G N25 S09 G S27 N02 G N27 S01 G N39 N38 G N03 N19 G,N03 N02 N10 N09 N25 N26 S36 S35 S17 S16 S04 S03,
Parallel MCTS,Monte Carlo Beeline 3,One,Normal,21,67500,57,N40 S22 G N12 S08 G N35 S25 G S01 S15 G N18 N22 G S31 S13 G S13+ N30 G,N16 N17 N18 N19 N20 N39 N40 S30 S29 S12 S13 S14 S15 S16,
Monte Carlo Tree Search,Parallel MCTS,Two,Normal,22,72106,69,S01 S18 G S22 S40 G N12 S06 G S31 S38 G S39+ S20 G S37+ S33 G S39 S19 G S15,,S32 S31 S14 S15 S16 S17 S18 S19 S20 S06 S21 S22 N32
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,22,72204,36,N38 S36 G N16 N04 G S12 N20 G N16+ N05 G N19 N12 G N19 N32 G N13 N14+ G N14+,,N17 N16 N15 N14 N13 N12 N11 N27 N26 S36 S35 S17
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,24,73373,69,S01 N09 G N31 N32 G S31 S23 G S06 S40 G S25 N36 G S22 N06 G N19 N20 G N03 S24 G,N33 N34 S24 S25 S09 S10 S02 S03 S13 S14 S15 S33,
Monte Carlo Beeline 4,Monte Carlo Beeline 3,One,Normal,24,75812,49,N32 S22 G N38 S38 G N36 N35 G S16 S34 G S36 S25 G S33 N05 G S33 N29 G N29 N30+ G,N33 N15 N14 N31 N30 S40 S39 S38 S37 S36 S35 S34 S33,
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,25,77650,2,N08 S10 G S22 N31 G N37 N22 G S30 S29 G S14 N28 G S28 S27 G S29 S16 G S39 N26 G N05,N26 N25 N09 N08 N07 N01 N05 N19 N18 N37 N36 S26,
Monte Carlo Beeline 3,Monte Carlo Tree Search,One,Normal,25,77884,2,N08 S18 G N40 S33 G S03 S14 G N33 N36 G S16 S04 G N18 S04 G S15 S05+ G S35 S22 G S04,N10 N09 N25 N24 S34 S33 S15 S16 S04 S03 S02 S10,
Parallel MCTS,Parallel MCTS,One,Normal,25,81067,22,N21 N40 G S06 S13 G S08 S15 G S24 S32 G S22 S10 G N03 S01 G S14 N08 G S02 S05 G S02,N23 N22 S32 S31 S14 S13 S03 S02 S01 S07 S08 S23,
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,27,83208,36,N38 N36 G S29 S28 G S08 S29+ G N15 S27 G S10 S26+ G S27 N37 G N09 S25+ G S05 S38 G S24 N36 G,,N13 N14 N15 N16 N17 N35 N36 S26 S27 S11 S12 S13
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,27,86619,49,N32 S24 G N16 N05 G S17 N02 G N34+ N03 G S28 S04 G N03 N04 G N29 S14 G N13 S34 G S32 N03 G,,N10 N02 N03 N13 N14 N15 N33 N34 S24 S25 S09 S10
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,27,86709,1,N01 N29 G S33 S29 G N31 S02 G S22 S21 G S04 N15 G N12+ S13 G S18 S03+ G S13 S36 G S17 S03 G,,N22 S32 S33 S15 S14 S13 S03 S02 S10 S09 S08 S23 S22
Monte Carlo Tree Search,Parallel MCTS Beeline,Two,Normal,28,87198,21,S32 S08 G N03 S40 G S36 N33 G S38 S24 G N29 S22 G N27 S21+ G N26+ S28 G N27 S19 G S20 S06 G S23,,N01 N02 N03 N13 N14 N31 N32 S22 S23 S08 S07 S01
Parallel MCTS Beeline,Monte Carlo Beeline 3,One,Normal,30,96199,2,N08 N20 G S23 N18 G N02 N36 G N38 S06 G S21 N30 G N34 S32 G N32 S34 G N14 N15 G N22 S18 G S13 S15 G,N19 N05 N04 N16 N15 N33 N32 S22 S21 S06 S20 S19,
Monte Carlo Beeline 4,Monte Carlo Tree Search,One,Normal,31,96840,49,N32 N33 G N08 S09 G N01 N14 G S28 S31 G N37 N10 G S01 S34 G S03 N40 G S12 N32 G N21 N06 G S16 N32+ G S13,S32 S31 S14 S13 S03 S02 S10 S09 S08 S23 S22 N32,
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,33,103199,21,S32 N22 G N27 S39 G S04 N31 G S21 N29 G S29 S19 G S18 S20+ G S19 N28 G N12 N13 G N13 S19 G S06 S17 G N36 N20+ G,,N19 N20 N06 N07 N08 N09 N25 N26 S36 S37 S18 S19
Parallel MCTS,Parallel MCTS Beeline,One,Normal,33,105848,67,S20 N25 G N38 N40 G S15 S31 G S04 N16 G N31 S17 G N33 S13 G S02 N14 G N14 N12 G S32 S03 G S29+ N03+ G N13 N35 G,N05 N04 N03 N13 N12 N29 N30 S40 S39 S20 S19 S05,
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,34,106155,6,N11 N16 G N07 N05 G S06 N02 G S24 N03 G S10 S01 G N03 N13 G N04 S11 G N03 S16 G S13 N38 G N38+ N39 G N39 S30 G S29,,N08 N07 N06 N21 N40 S30 S29 S28 S27 S26 S25 S24 S23 S08
Parallel MCTS Beeline,Parallel MCTS,Two,Normal,34,108641,44,S38 N33 G S01 S24 G N21 S40 G S16 S04 G S06 S07+ G S16+ S20 G S04 N08 G N24 S29 G S06 N10 G S10+ S34 G S34 S08 G S23,,N08 N09 N10 N02 N03 N13 N14 N31 N32 S22 S23 S08
Parallel MCTS Beeline,Parallel MCTS Beeline,One,Normal,37,115619,28,N30 S37 G S21 S40 G N10 N12 G S13 S16 G S05 S31 G N33 N14 G S33 N04 G N03 N19 G N35 S15 G S15 S25 G N17 N36 G S26 N36 G S26,N07 N01 N05 N19 N18 N37 N36 S26 S25 S09 S08 S07,
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,45,133655,39,N39 N25 G S13 S34 G N31 S17 G N36 S04 G N17 S31 G N04 N16 G N17+ N15 G N15 S16 G S02 N15 G S07 N34 G N29+ N35 G S16 S15 G N36 N35 G N15 N14 G S08+ S14 G,N06 N20 N19 N05 N04 N03 N13 N14 N31 N30 S40 S21 S06,
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,18,57625,62,S15 S36 G S04 N02 G S02 S08 G N07 N25 G N24 S12 G N35 N03+ G,N13 N03 N02 N10 N09 N25 N24 S34 S33 S15 S14 S13,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,19,59106,37,S28 N37 G N23 N19 G S05 S30 G N29 N39 G S10 N38 G S29 S02 G N38,N19 N20 N39 N38 S28 S27 S11 S10 S02 S01 S05 S19,
Monte Carlo Beeline 4,Monte Carlo Beeline 4,One,Normal,21,66080,62,S15 N33 G S20 S37 G N02 S02 G N38 S11 G N17 N16 G N27 N18 G S26 S21 G,N26 S36 S35 S34 S33 S15 S14 S13 S12 S11 S27 S26,
Parallel MCTS Beeline,Parallel MCTS Beeline,One,Normal,21,67473,5,N02 N37 G S32 N33 G N23 N24 G N40 N09 G S35 S24 G S16 S22 G S23 N16 G,N23 N08 N07 N01 N02 N03 N13 N14 N31 N32 S22 S23,
Parallel MCTS,Monte Carlo Beeline 3,Two,Normal,22,69543,15,N15 N08 G N32 N27 G N35 N13 G N10 N30 G S03 S12 G N14 N33 G S30 S24 G N31,,N22 N23 N08 N07 N01 N02 N03 N13 N14 N31 N32 S22
Monte Carlo Beeline 3,Monte Carlo Beeline 3,Two,Normal,24,71454,32,N34 S06 G S30 S12 G S15 S27 G S02 N21 G S09 S10 G S38 S01 G S01 S09 G N18 N23 G,,N30 S40 S21 S06 S07 S08 S09 S10 S11 S27 S28 S29 S30
Monte Carlo Tree Search,Parallel MCTS,One,Normal,24,76430,77,S03 N05 G S22 N16 G N38 N37 G N35 N07 G S20 N40 G N38 N39+ G N39+ S39 G S38 N06+ G,N20 N39 N38 S28 S29 S12 S13 S03 S04 S05 S19 S20,
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,24,76967,77,S03 S34 G N39 S36 G S26 N04 G S18 S17 G N15 N35 G S16 S17+ G N36+ N29 G N12 S35+ G,N26 S36 S35 S17 S16 S04 S03 S13 S12 S11 S27 S26,
